Player,PTS,Age,Usage Rate,AST,TRB,STL,BLK,3P%
A.J. Green,4.4,23.5,0.374,0.6,1.2,0.2,0.0,0.4
A.J. Lawson,3.2,23.0,0.462,0.5,1.2,0.2,0.1,0.3
AJ Griffin,5.6,19.5,0.42,0.6,1.5,0.4,0.2,0.3
Aaron Gordon,15.1,27.0,0.446,3.0,6.3,0.7,0.7,0.3
Aaron Holiday,5.9,25.6,0.404,2.2,1.8,0.6,0.1,0.4
Aaron Nesmith,8.7,23.0,0.388,1.1,3.1,0.7,0.4,0.4
Aaron Wiggins,7.3,24.0,0.36,1.2,3.0,0.6,0.2,0.4
Admiral Schofield,3.0,25.0,0.338,0.6,1.6,0.1,0.1,0.3
Al Horford,9.5,36.0,0.292,3.0,6.8,0.6,1.1,0.4
Alec Burks,10.8,31.4,0.518,1.8,2.9,0.6,0.2,0.4
Aleksej Pokusevski,7.0,21.0,0.439,1.8,4.4,0.6,0.8,0.3
Alex Caruso,7.7,28.0,0.296,3.5,3.4,1.6,0.7,0.4
Alex Len,3.4,29.0,0.356,0.9,3.0,0.2,0.6,0.1
Alize Johnson,1.8,25.0,0.332,0.4,2.7,0.2,0.0,0.0
Alperen Sengun,21.1,21.0,0.636,5.0,9.3,1.2,0.7,0.3
Alperen Þengün,12.2,19.5,0.518,3.2,7.2,0.8,0.9,0.3
Amen Thompson,9.5,21.0,0.438,2.6,6.6,1.3,0.6,0.1
Amir Coffey,6.3,25.0,0.319,1.3,2.0,0.4,0.2,0.3
Andre Drummond,8.0,28.6,0.459,1.2,8.8,0.9,0.8,0.0
Andre Iguodala,4.0,38.0,0.26,3.7,3.2,0.9,0.7,0.2
Andre Jackson Jr.,2.2,22.0,0.239,0.9,2.0,0.3,0.1,0.4
Andrew Nembhard,9.4,23.5,0.386,4.3,2.4,0.9,0.2,0.4
Andrew Wiggins,15.8,27.0,0.511,2.1,4.7,0.9,0.7,0.4
Anfernee Simons,20.3,23.0,0.605,4.5,2.9,0.6,0.1,0.4
Anthony Black,4.6,20.0,0.292,1.3,2.0,0.5,0.3,0.4
Anthony Davis,24.6,29.0,0.64,3.1,11.7,1.2,2.2,0.2
Anthony Edwards,23.9,21.0,0.686,4.4,5.3,1.5,0.6,0.4
Anthony Gill,3.7,30.0,0.341,0.6,1.8,0.2,0.2,0.3
Anthony Lamb,6.7,25.0,0.334,1.5,3.5,0.5,0.3,0.4
Armoni Brooks,5.8,23.0,0.406,1.2,2.0,0.5,0.2,0.3
Ausar Thompson,8.8,21.0,0.388,1.9,6.4,1.1,0.9,0.2
Austin Reaves,12.1,24.0,0.388,3.6,3.5,0.6,0.3,0.4
Austin Rivers,5.4,29.5,0.267,1.4,1.6,0.6,0.1,0.3
Avery Bradley,6.4,31.0,0.279,0.8,2.2,0.9,0.1,0.4
Ayo Dosunmu,9.9,23.0,0.347,3.0,2.8,0.8,0.4,0.4
Bam Adebayo,19.6,25.0,0.567,3.5,9.9,1.2,0.8,0.1
Ben McLemore,10.2,28.0,0.493,0.9,1.6,0.6,0.2,0.4
Ben Sheppard,4.4,22.0,0.316,0.9,1.6,0.6,0.0,0.3
Ben Simmons,6.9,26.0,0.324,6.1,6.3,1.3,0.6,0.0
Bennedict Mathurin,15.6,20.5,0.572,1.8,4.0,0.6,0.2,0.3
Bilal Coulibaly,8.4,19.0,0.339,1.7,4.1,0.9,0.8,0.3
Bismack Biyombo,4.9,30.2,0.298,1.1,5.1,0.3,1.0,0.0
Blake Griffin,5.2,32.5,0.354,1.7,4.0,0.4,0.2,0.3
Blake Wesley,4.7,19.5,0.403,2.7,1.8,0.6,0.1,0.3
Boban Marjanovic,3.8,33.5,0.614,0.2,1.8,0.1,0.1,0.1
Bobby Portis,14.2,27.0,0.515,1.3,8.7,0.6,0.4,0.4
Bogdan Bogdanovic,15.3,30.0,0.5,3.0,3.5,1.0,0.3,0.4
Bojan Bogdanovic,17.1,33.4,0.574,1.9,3.2,0.5,0.1,0.4
Bol Bol,7.2,23.5,0.41,0.7,4.5,0.3,0.9,0.3
Bones Hyland,10.2,22.0,0.608,2.8,2.2,0.7,0.2,0.4
Brad Wanamaker,3.6,32.0,0.349,2.3,1.6,0.2,0.3,0.2
Bradley Beal,21.5,29.0,0.63,5.7,4.3,0.9,0.5,0.4
Brandin Podziemski,9.2,20.0,0.368,3.7,5.8,0.8,0.2,0.4
Brandon Boston Jr.,6.1,21.0,0.554,0.8,1.7,0.4,0.2,0.3
Brandon Clarke,10.2,25.5,0.429,1.3,5.4,0.6,0.9,0.2
Brandon Goodwin,4.8,26.0,0.416,2.5,1.9,0.7,0.0,0.3
Brandon Ingram,22.7,25.0,0.675,5.7,5.5,0.7,0.5,0.4
Brandon Miller,17.3,21.0,0.541,2.4,4.3,0.9,0.6,0.4
Brandon Williams,12.9,22.0,0.598,3.9,3.1,1.0,0.4,0.3
Braxton Key,1.1,26.0,0.392,0.5,0.9,0.1,0.1,0.4
Brice Sensabaugh,7.5,20.0,0.485,1.7,3.2,0.4,0.2,0.3
Brook Lopez,14.2,34.5,0.417,1.5,6.0,0.5,2.4,0.4
Bruce Brown,10.6,26.4,0.388,2.8,4.3,1.0,0.4,0.3
Bruno Fernando,3.6,23.8,0.399,0.6,2.9,0.2,0.6,0.3
Bryce McGowens,5.2,20.5,0.348,1.0,1.8,0.4,0.2,0.3
Bryn Forbes,7.5,28.2,0.474,0.9,1.1,0.3,0.1,0.4
Buddy Hield,14.5,30.0,0.494,3.0,4.0,0.9,0.4,0.4
CJ Elleby,5.8,21.0,0.342,1.5,3.9,0.6,0.3,0.3
CJ McCollum,21.6,30.6,0.622,5.1,4.4,1.0,0.4,0.4
Cade Cunningham,20.0,21.0,0.686,6.6,4.9,1.0,0.6,0.3
Caleb Houstan,4.0,20.5,0.282,0.6,1.6,0.2,0.1,0.4
Caleb Martin,9.6,27.0,0.359,1.6,4.3,0.9,0.5,0.4
Cam Reddish,9.4,22.8,0.42,1.2,2.2,1.0,0.3,0.3
Cam Thomas,13.9,21.0,0.637,1.8,2.4,0.5,0.1,0.3
Cam Whitmore,12.3,19.0,0.639,0.7,3.8,0.6,0.4,0.4
Cameron Johnson,14.5,26.0,0.452,2.0,4.4,1.1,0.3,0.4
Cameron Payne,8.8,28.4,0.51,3.5,2.0,0.6,0.2,0.4
Caris LeVert,15.4,27.8,0.542,4.4,3.8,1.0,0.4,0.3
Carmelo Anthony,13.3,37.0,0.477,1.0,4.2,0.7,0.8,0.4
Cason Wallace,6.8,20.0,0.297,1.5,2.3,0.9,0.5,0.4
Cedi Osman,8.7,27.0,0.421,1.7,2.3,0.6,0.2,0.4
Charles Bassey,4.4,21.5,0.381,0.8,4.1,0.4,0.8,0.2
Charlie Brown Jr.,1.4,24.0,0.278,0.3,1.5,0.5,0.2,0.1
Chet Holmgren,16.5,21.0,0.5,2.4,7.9,0.6,2.3,0.4
Chimezie Metu,6.3,25.2,0.406,0.8,3.8,0.6,0.3,0.3
Chris Boucher,8.4,30.0,0.414,0.4,5.3,0.5,0.7,0.3
Chris Chiozza,2.0,26.0,0.307,1.9,1.1,0.4,0.0,0.3
Chris Duarte,8.3,25.0,0.453,1.4,2.8,0.7,0.2,0.3
Chris Livingston,1.2,20.0,0.3,0.2,1.0,0.1,0.0,0.2
Chris Paul,12.6,37.0,0.43,8.8,4.2,1.5,0.3,0.4
Christian Braun,6.0,21.5,0.333,1.2,3.0,0.5,0.3,0.4
Christian Koloko,3.1,22.0,0.242,0.5,2.9,0.4,1.0,0.1
Christian Wood,13.8,27.0,0.531,1.7,7.5,0.5,0.9,0.4
Chuma Okeke,5.2,24.0,0.329,1.2,3.4,0.8,0.4,0.3
Clint Capela,11.5,28.0,0.38,1.1,11.2,0.7,1.3,0.0
Coby White,13.8,22.0,0.465,3.6,3.5,0.6,0.2,0.4
Cody Martin,7.6,27.0,0.324,3.1,4.0,1.2,0.6,0.3
Cody Zeller,3.5,30.0,0.345,0.8,3.6,0.2,0.2,0.2
Colby Jones,2.1,21.0,0.449,0.7,1.3,0.2,0.2,0.1
Cole Anthony,13.6,22.0,0.542,4.2,4.7,0.7,0.4,0.3
Collin Gillespie,3.6,24.0,0.396,1.1,0.9,0.5,0.0,0.4
Collin Sexton,16.5,24.5,0.617,3.9,2.4,0.7,0.2,0.4
Corey Kispert,10.9,23.0,0.371,1.4,2.8,0.5,0.2,0.4
Cory Joseph,5.8,31.0,0.332,2.9,1.9,0.4,0.2,0.4
Craig Porter Jr.,5.6,23.0,0.463,2.3,2.1,0.4,0.3,0.4
D'Angelo Russell,18.0,26.0,0.55,6.4,3.1,1.0,0.4,0.4
D.J. Augustin,5.3,34.0,0.32,1.9,1.2,0.3,0.0,0.4
Daishen Nix,3.6,19.5,0.391,2.0,1.5,0.6,0.0,0.3
Dalano Banton,7.4,23.4,0.57,1.9,2.6,0.5,0.3,0.3
Dalen Terry,2.7,20.5,0.345,1.0,1.4,0.4,0.2,0.2
Damian Jones,4.2,27.0,0.329,0.6,2.9,0.2,0.5,0.3
Damian Lillard,26.8,32.0,0.704,7.2,4.4,0.8,0.3,0.3
Damion Lee,7.8,29.5,0.37,1.2,3.1,0.5,0.1,0.4
Daniel Gafford,10.3,24.4,0.355,1.3,6.8,0.7,1.8,0.0
Daniel Theis,7.4,29.8,0.366,0.9,4.6,0.4,0.8,0.3
Danilo Gallinari,8.1,34.3,0.422,1.3,3.3,0.3,0.1,0.3
Danny Green,5.9,34.0,0.275,1.0,2.5,1.0,0.6,0.4
Dante Exum,7.8,28.0,0.35,2.9,2.7,0.4,0.1,0.5
Danuel House Jr.,5.4,28.8,0.314,0.9,2.2,0.4,0.3,0.4
Dario ari?,6.9,28.2,0.461,1.5,3.8,0.4,0.1,0.4
Darius Bazley,7.1,21.7,0.4,1.1,4.3,0.6,0.9,0.4
Darius Garland,20.4,23.0,0.604,7.6,2.9,1.3,0.1,0.4
David Duke Jr.,4.2,22.5,0.406,0.8,2.2,0.5,0.2,0.2
David Nwaba,5.1,29.0,0.376,0.8,3.3,0.6,0.4,0.3
David Roddy,7.2,21.7,0.413,1.2,3.4,0.4,0.2,0.3
Davion Mitchell,7.5,24.0,0.402,2.8,1.6,0.5,0.2,0.3
Davis Bertans,6.1,29.8,0.388,0.7,1.8,0.4,0.2,0.4
Davon Reed,2.9,26.7,0.322,0.7,1.8,0.4,0.1,0.4
Day'Ron Sharpe,5.9,21.0,0.47,0.9,5.2,0.3,0.6,0.4
De'Aaron Fox,24.9,25.0,0.699,5.8,4.2,1.4,0.4,0.3
De'Andre Hunter,14.8,25.0,0.472,1.4,3.8,0.6,0.3,0.4
De'Anthony Melton,10.7,24.0,0.434,2.8,4.1,1.5,0.5,0.4
DeAndre Jordan,4.4,33.8,0.314,0.6,5.1,0.3,0.6,0.2
DeAndre' Bembry,5.4,27.0,0.267,1.2,3.0,1.0,0.4,0.4
DeMar DeRozan,25.5,33.0,0.646,5.1,4.7,1.0,0.5,0.3
DeMarcus Cousins,9.0,31.0,0.687,1.6,5.6,0.6,0.4,0.3
Dean Wade,5.1,26.0,0.241,0.9,3.4,0.6,0.4,0.4
Deandre Ayton,17.3,24.0,0.507,1.6,10.4,0.8,0.8,0.3
Dejounte Murray,21.4,26.0,0.624,7.2,6.3,1.6,0.3,0.3
Delon Wright,5.1,30.2,0.282,2.8,2.5,1.3,0.2,0.4
Deni Avdija,10.8,22.0,0.415,2.9,6.3,0.8,0.5,0.3
Dennis Schröder,13.8,29.2,0.484,5.2,3.1,0.8,0.2,0.4
Dennis Smith Jr.,7.0,25.0,0.418,4.0,2.8,1.3,0.3,0.2
Denzel Valentine,2.9,28.0,0.355,0.5,1.8,0.3,0.0,0.4
Dereck Lively II,8.8,19.0,0.296,1.1,6.9,0.7,1.4,0.0
Derrick Favors,5.3,30.0,0.309,0.6,4.7,0.4,0.3,0.1
Derrick Jones Jr.,6.4,25.0,0.318,0.7,3.0,0.6,0.6,0.3
Derrick Rose,8.5,34.0,0.525,3.0,2.1,0.5,0.3,0.4
Derrick White,13.2,27.6,0.442,4.6,3.6,0.8,0.9,0.3
Desmond Bane,21.1,24.0,0.621,4.2,4.6,1.1,0.4,0.4
Devin Booker,27.2,26.0,0.728,5.7,4.7,1.0,0.4,0.4
Devin Vassell,16.8,22.0,0.535,3.2,4.0,1.1,0.4,0.4
Devonte' Graham,8.5,27.0,0.431,3.0,1.9,0.7,0.2,0.3
Dewayne Dedmon,5.7,32.7,0.435,0.6,4.3,0.3,0.5,0.3
Dillon Brooks,15.1,27.0,0.544,2.4,3.3,1.0,0.2,0.3
Domantas Sabonis,19.1,25.8,0.512,6.4,12.6,0.9,0.5,0.3
Dominick Barlow,4.2,19.5,0.3,1.0,3.5,0.4,0.6,0.2
Donovan Mitchell,26.9,26.0,0.727,5.3,4.5,1.6,0.4,0.4
Donte DiVincenzo,11.0,25.8,0.434,3.2,4.2,1.3,0.2,0.4
Dorian Finney-Smith,8.8,29.0,0.299,1.6,4.8,0.9,0.5,0.3
Doug McDermott,8.2,31.2,0.408,1.2,1.6,0.2,0.0,0.4
Draymond Green,8.2,32.0,0.336,6.6,7.2,1.1,0.9,0.3
Drew Eubanks,7.7,24.6,0.366,1.2,5.5,0.5,0.8,0.4
Duane Washington Jr.,8.9,21.5,0.624,1.9,1.4,0.4,0.1,0.4
Duncan Robinson,10.1,28.0,0.41,1.8,2.2,0.5,0.1,0.4
Duop Reath,9.1,27.0,0.487,1.0,3.7,0.5,0.6,0.4
Dwight Howard,6.2,36.0,0.343,0.6,5.9,0.6,0.6,0.5
Dwight Powell,6.2,31.0,0.278,1.1,4.1,0.5,0.4,0.2
Dylan Windler,2.2,25.0,0.269,0.7,1.8,0.3,0.1,0.3
Dyson Daniels,4.8,19.5,0.283,2.5,3.6,1.0,0.3,0.3
Ed Davis,0.9,32.0,0.142,0.2,2.1,0.1,0.3,0.0
Edmond Sumner,7.1,27.0,0.495,1.3,1.5,0.6,0.2,0.4
Elfrid Payton,3.0,27.0,0.424,2.0,1.8,0.5,0.1,0.2
Elijah Hughes,3.6,23.0,0.376,0.6,1.8,0.4,0.2,0.2
Enes Freedom,3.7,29.0,0.321,0.2,4.6,0.1,0.4,0.4
Eric Bledsoe,9.9,32.0,0.467,4.2,3.4,1.3,0.4,0.3
Eric Gordon,12.2,34.0,0.417,2.5,1.9,0.7,0.4,0.4
Eric Paschall,5.8,25.0,0.414,0.6,1.8,0.2,0.1,0.4
Eugene Omoruyi,5.6,25.3,0.481,0.7,2.4,0.6,0.1,0.3
Evan Fournier,8.6,30.2,0.451,1.6,2.0,0.8,0.2,0.3
Evan Mobley,15.6,21.0,0.458,2.8,8.9,0.8,1.5,0.3
Facundo Campazzo,5.1,30.0,0.337,3.4,1.8,1.0,0.4,0.3
Frank Jackson,10.6,23.0,0.485,1.0,1.6,0.5,0.2,0.3
Frank Kaminsky,2.6,29.0,0.345,0.8,1.4,0.2,0.0,0.4
Frank Ntilikina,3.5,23.5,0.336,1.2,1.4,0.4,0.1,0.3
Franz Wagner,17.8,21.0,0.54,3.4,4.6,1.0,0.3,0.3
Fred VanVleet,19.0,28.0,0.519,7.3,4.1,1.6,0.6,0.4
Furkan Korkmaz,4.6,25.0,0.385,1.1,1.5,0.4,0.1,0.3
GG Jackson II,14.6,19.0,0.565,1.2,4.1,0.6,0.5,0.4
Gabe Vincent,9.0,25.5,0.396,2.8,2.0,0.9,0.2,0.4
Garrett Temple,3.5,36.0,0.333,0.9,1.6,0.5,0.2,0.3
Garrison Mathews,6.1,26.0,0.326,0.6,1.8,0.5,0.2,0.4
Gary Clark,2.7,27.0,0.276,0.5,2.4,0.3,0.2,0.4
Gary Harris,8.8,28.0,0.317,1.5,1.9,0.9,0.2,0.4
Gary Payton II,5.7,30.0,0.29,1.1,3.1,1.1,0.3,0.4
Gary Trent Jr.,16.5,24.0,0.498,1.8,2.6,1.5,0.2,0.4
George Hill,5.4,35.7,0.275,2.4,2.2,0.6,0.1,0.3
Georges Niang,8.9,29.0,0.386,1.2,2.8,0.4,0.2,0.4
Giannis Antetokounmpo,30.5,28.0,0.831,6.0,11.6,1.0,1.1,0.3
Goga Bitadze,4.9,23.0,0.381,1.1,3.5,0.4,0.8,0.2
Goran Dragic,6.7,35.7,0.449,3.1,2.0,0.4,0.1,0.3
Gordon Hayward,12.0,32.4,0.448,3.4,3.9,0.8,0.3,0.4
Gorgui Dieng,3.7,32.5,0.422,1.2,3.2,0.2,0.4,0.4
Gradey Dick,8.5,20.0,0.407,1.1,2.2,0.6,0.0,0.4
Grant Williams,9.6,24.4,0.338,2.0,4.2,0.6,0.5,0.4
Grayson Allen,11.7,27.0,0.347,2.3,3.5,0.8,0.4,0.4
Greg Brown III,4.7,20.0,0.407,0.7,2.8,0.5,0.5,0.3
Gui Santos,3.6,21.0,0.362,0.6,2.1,0.2,0.1,0.4
Hamidou Diallo,10.2,23.5,0.515,1.2,4.2,1.0,0.3,0.2
Harrison Barnes,14.5,30.0,0.404,1.7,4.4,0.7,0.1,0.4
Harry Giles,2.4,25.0,0.643,0.3,1.3,0.1,0.1,0.2
Hassan Whiteside,8.2,32.0,0.394,0.4,7.6,0.3,1.6,0.0
Haywood Highsmith,5.2,26.5,0.276,1.0,3.4,0.8,0.4,0.4
Herbert Jones,10.1,24.0,0.329,2.4,3.8,1.6,0.7,0.4
Ibou Badji,1.5,21.0,0.186,0.6,2.3,0.1,0.9,0.0
Ignas Brazdeikis,5.0,23.0,0.41,0.9,1.7,0.2,0.1,0.3
Immanuel Quickley,15.4,23.4,0.536,4.2,3.7,0.8,0.1,0.4
Isaac Okoro,8.2,22.0,0.291,1.6,2.8,0.8,0.4,0.4
Isaiah Hartenstein,7.0,24.0,0.314,2.0,6.6,0.8,1.0,0.3
Isaiah Jackson,7.3,21.0,0.451,0.6,4.2,0.6,1.3,0.2
Isaiah Joe,7.1,23.0,0.395,1.0,1.9,0.5,0.2,0.4
Isaiah Livers,5.8,24.5,0.282,1.0,2.4,0.6,0.4,0.3
Isaiah Roby,7.1,23.5,0.432,1.2,3.6,0.6,0.5,0.4
Isaiah Stewart,10.2,21.0,0.361,1.4,7.8,0.4,0.9,0.3
Isaiah Thomas,8.4,32.0,0.585,1.5,1.3,0.3,0.2,0.3
Ish Smith,5.0,33.6,0.423,3.5,2.0,0.6,0.3,0.4
Ish Wainright,3.3,27.5,0.308,0.6,1.8,0.5,0.2,0.3
Ivica Zubac,10.9,25.0,0.363,1.3,9.2,0.4,1.2,0.0
JT Thor,3.0,20.0,0.291,0.5,1.9,0.2,0.3,0.3
Ja Morant,26.8,22.5,0.83,7.4,5.8,1.2,0.4,0.3
JaMychal Green,6.4,31.5,0.402,0.9,3.9,0.5,0.4,0.3
JaVale McGee,5.9,35.0,0.526,0.4,4.0,0.2,0.7,0.3
Jabari Smith Jr.,13.2,19.5,0.43,1.5,7.6,0.6,0.8,0.3
Jabari Walker,6.4,20.5,0.385,0.8,4.7,0.4,0.2,0.3
Jacob Gilyard,4.4,25.0,0.264,3.4,1.2,0.8,0.1,0.4
Jaden Hardy,8.0,20.5,0.583,1.4,1.8,0.4,0.1,0.4
Jaden Ivey,15.8,20.5,0.591,4.5,3.6,0.8,0.4,0.3
Jaden McDaniels,10.6,22.0,0.364,1.5,3.7,0.8,0.8,0.4
Jaden Springer,3.6,21.0,0.422,1.0,1.7,0.8,0.3,0.2
Jae Crowder,7.8,32.0,0.306,1.6,4.2,1.1,0.3,0.3
Jae'Sean Tate,8.3,27.0,0.409,2.2,4.1,0.7,0.3,0.3
Jaime Jaquez Jr.,11.9,22.0,0.419,2.6,3.8,1.0,0.3,0.3
Jake LaRavia,6.9,21.5,0.422,1.2,2.8,0.6,0.2,0.3
Jake Layman,2.4,27.0,0.385,0.3,1.1,0.2,0.1,0.2
Jakob Poeltl,12.5,27.0,0.422,2.7,9.0,0.9,1.4,0.2
Jalen Brunson,23.0,26.0,0.63,5.9,3.7,0.9,0.1,0.4
Jalen Duren,11.4,19.5,0.391,1.8,10.2,0.6,0.8,0.0
Jalen Green,19.7,20.0,0.627,3.3,4.1,0.8,0.3,0.3
Jalen Hood-Schifino,1.6,20.0,0.565,0.4,0.6,0.1,0.1,0.1
Jalen Johnson,8.0,21.0,0.432,1.6,4.6,0.6,0.5,0.3
Jalen McDaniels,7.3,25.0,0.396,1.2,3.4,0.8,0.3,0.3
Jalen Pickett,1.6,24.0,0.365,0.8,0.5,0.1,0.0,0.4
Jalen Smith,9.6,21.6,0.483,0.7,5.9,0.3,0.8,0.3
Jalen Suggs,11.4,21.0,0.507,3.3,3.2,1.3,0.5,0.3
Jalen Williams,16.6,21.5,0.491,3.9,4.2,1.2,0.6,0.4
Jalen Wilson,5.0,23.0,0.33,1.0,3.0,0.3,0.1,0.3
Jamal Cain,3.7,24.0,0.37,0.4,1.4,0.4,0.2,0.4
Jamal Murray,20.6,25.5,0.621,6.4,4.0,1.0,0.4,0.4
James Bouknight,5.1,21.5,0.503,1.0,1.9,0.3,0.0,0.3
James Harden,20.6,32.6,0.576,10.0,6.8,1.2,0.6,0.4
James Johnson,5.5,34.0,0.323,2.1,3.5,0.5,0.5,0.3
James Wiseman,9.2,21.2,0.472,0.8,5.7,0.2,0.6,0.2
Jarace Walker,3.6,20.0,0.382,1.2,1.9,0.5,0.3,0.4
Jared Butler,5.0,22.0,0.488,2.4,1.3,0.6,0.2,0.3
Jaren Jackson Jr.,19.1,23.0,0.641,1.5,6.0,1.0,2.3,0.3
Jarred Vanderbilt,7.1,23.0,0.298,1.8,7.1,1.2,0.3,0.3
Jarrett Allen,15.6,24.0,0.407,2.0,10.4,0.8,1.2,0.1
Jarrett Culver,3.5,22.0,0.494,0.9,1.3,0.5,0.1,0.3
Javon Freeman-Liberty,7.0,24.0,0.405,1.8,3.2,0.5,0.2,0.2
Javonte Green,6.2,28.5,0.282,0.8,3.5,0.9,0.6,0.4
Jaxson Hayes,6.2,22.0,0.351,0.6,3.4,0.5,0.5,0.2
Jay Huff,1.2,25.0,0.378,0.1,0.6,0.1,0.2,0.3
Jaylen Brown,24.4,26.0,0.693,3.5,6.2,1.1,0.4,0.3
Jaylen Nowell,9.6,22.5,0.552,2.0,2.3,0.5,0.2,0.3
Jaylin Williams,5.0,20.5,0.313,1.6,4.2,0.5,0.3,0.4
Jayson Tatum,28.0,24.0,0.724,4.6,8.3,1.0,0.6,0.4
Jeenathan Williams,2.9,24.0,0.468,0.3,1.0,0.2,0.0,0.4
Jeff Dowtin,2.4,25.0,0.257,1.2,0.9,0.4,0.1,0.3
Jeff Green,8.2,36.0,0.378,1.1,2.7,0.3,0.4,0.3
Jerami Grant,20.2,28.0,0.573,2.5,4.0,0.8,0.8,0.4
Jeremiah Robinson-Earl,5.7,22.0,0.347,0.8,3.9,0.5,0.2,0.3
Jeremy Lamb,7.2,29.0,0.462,1.4,2.6,0.6,0.4,0.3
Jeremy Sochan,11.3,19.5,0.463,3.0,5.8,0.8,0.4,0.3
Jericho Sims,2.5,24.0,0.159,0.5,4.0,0.3,0.5,0.0
Jerome Robinson,1.4,26.0,0.492,0.2,0.3,0.0,0.1,0.1
Jevon Carter,5.3,26.6,0.342,1.7,1.7,0.5,0.2,0.4
Jimmy Butler,21.7,33.0,0.57,5.3,5.7,1.6,0.4,0.3
Jock Landale,5.5,27.0,0.413,1.0,3.3,0.3,0.4,0.3
Joe Harris,7.6,31.0,0.324,1.4,2.2,0.5,0.2,0.4
Joe Ingles,6.2,35.0,0.293,3.3,2.6,0.6,0.1,0.4
Joe Wieskamp,2.1,22.0,0.306,0.3,0.5,0.1,0.1,0.3
Joel Embiid,32.8,28.0,0.854,4.7,11.0,1.1,1.6,0.4
John Collins,14.8,25.0,0.454,1.4,7.6,0.6,1.0,0.3
John Konchar,4.7,26.0,0.238,1.6,4.5,0.9,0.5,0.4
John Wall,11.4,32.0,0.619,5.2,2.7,0.8,0.4,0.3
Johnny Davis,4.4,20.5,0.391,0.8,1.8,0.4,0.2,0.3
Johnny Juzang,7.2,22.0,0.35,1.2,1.8,0.2,0.1,0.4
Jonas Valanciunas,14.7,30.0,0.529,2.2,10.1,0.4,0.8,0.3
Jonathan Isaac,6.8,26.0,0.381,0.5,4.5,0.7,1.2,0.4
Jonathan Kuminga,11.8,20.0,0.525,1.7,3.8,0.6,0.4,0.3
Jontay Porter,4.4,24.0,0.37,2.3,3.2,0.8,0.8,0.3
Jordan Clarkson,18.0,30.0,0.636,4.0,3.6,0.6,0.2,0.3
