ID;Player;Age;G;GS;MP;FG;FGA;FG%;3P;3PA;3P%;2P;2PA;2P%;eFG%;FT;FTA;FT%;ORB;DRB;TRB;AST;STL;BLK;TOV;PF;PTS;Pos;3P Dependency;2P Dependency;FT Dependency;PTS/MP;AST/MP;TRB/MP;STL/MP;BLK/MP;AST/TOV;Rebound Ratio;PTS/FGA;FT Rate;Usage Rate;PIE
261;MarJon Beauchamp;22.5;3.0;0.0;2.5;0.6;1.2;0.5;0.2;0.5;0.5;0.4;0.8;0.5;0.5;0.2;0.2;0.2;0.0;0.4;0.4;0.2;0.0;0.0;0.2;0.2;1.6;SF;0.375;0.5;0.125;0.64;0.08;0.16;0.0;0.0;1.0;0.133;1.333;0.167;0.595;1.4
262;Marcus Morris;33.5;6.0;1.5;19.0;2.8;7.5;0.4;0.8;3.3;0.3;2.0;4.2;0.5;0.5;0.8;0.8;0.8;0.2;3.2;3.4;0.2;0.4;0.2;0.3;1.4;7.4;PF;0.324;0.541;0.108;0.389;0.011;0.179;0.021;0.011;0.667;0.567;0.987;0.107;0.429;6.6
263;Marcus Smart;27.5;20.5;20.5;35.1;5.2;12.2;0.4;2.2;6.3;0.4;3.0;5.9;0.5;0.5;2.5;3.2;0.8;1.0;3.3;4.2;5.5;1.2;0.2;2.4;2.6;15.2;PG;0.434;0.395;0.164;0.433;0.157;0.12;0.034;0.006;2.292;0.21;1.246;0.262;0.456;16.3
264;Markelle Fultz;25.0;7.0;0.0;15.1;2.9;4.9;0.6;0.0;0.1;0.0;2.9;4.7;0.6;0.6;0.7;1.3;0.6;1.0;1.0;2.0;1.1;0.4;0.0;1.1;1.7;6.4;PG;0.0;0.906;0.109;0.424;0.073;0.132;0.026;0.0;1.0;0.286;1.306;0.265;0.435;6.2
265;Markieff Morris;33.0;1.0;0.0;7.5;0.5;3.0;0.1;0.5;1.5;0.2;0.0;1.5;0.0;0.2;0.0;0.0;0.0;0.0;2.5;2.5;0.0;0.0;0.0;1.0;1.5;1.5;PF;1.0;0.0;0.0;0.2;0.0;0.333;0.0;0.0;0.0;2.5;0.5;0.0;0.533;0.5
266;Marquese Chriss;24.0;8.0;0.0;3.8;0.5;1.0;0.5;0.1;0.3;0.5;0.4;0.8;0.5;0.6;0.6;0.8;0.8;0.5;0.6;1.1;0.0;0.0;0.0;0.1;0.4;1.8;PF;0.167;0.444;0.333;0.474;0.0;0.289;0.0;0.0;0.0;0.138;1.8;0.8;0.382;2.1
267;Mason Plumlee;32.5;5.5;0.0;14.6;2.0;3.1;0.6;0.0;0.0;0.0;2.0;3.1;0.6;0.6;1.7;2.0;0.8;2.2;2.9;5.0;1.2;0.4;0.4;0.4;2.6;5.7;C;0.0;0.702;0.298;0.39;0.082;0.342;0.027;0.027;3.0;0.927;1.839;0.645;0.3;11.0
268;Matisse Thybulle;24.0;9.0;0.0;15.2;1.2;2.7;0.5;0.4;1.6;0.3;0.8;1.1;0.7;0.5;0.1;0.3;0.3;0.2;0.8;1.0;0.4;0.8;0.8;0.2;1.7;3.0;SG;0.4;0.533;0.033;0.197;0.026;0.066;0.053;0.053;2.0;0.111;1.111;0.111;0.199;4.1
269;Matt Ryan;26.0;1.0;0.0;3.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;SF;0.0;0.0;0.0;0.333;0.0;0.333;0.333;0.0;0.0;1.0;1.0;0.0;0.667;1.0
270;Max Christie;19.0;9.0;0.0;3.7;0.6;1.1;0.5;0.1;0.4;0.2;0.4;0.7;0.7;0.6;0.2;0.4;0.5;0.1;0.7;0.8;0.3;0.0;0.1;1.0;0.0;1.4;SG;0.214;0.571;0.143;0.378;0.081;0.216;0.0;0.027;0.3;0.089;1.273;0.364;0.615;0.9
271;Max Strus;26.0;17.7;17.7;31.2;3.5;9.0;0.4;2.2;6.6;0.3;1.3;2.4;0.6;0.5;0.7;0.8;0.8;0.7;3.6;4.3;2.1;0.6;0.2;0.9;2.8;9.9;SF;0.667;0.263;0.071;0.317;0.067;0.138;0.019;0.006;2.333;0.243;1.1;0.089;0.329;10.6
272;Maxi Kleber;31.0;15.5;0.0;21.1;2.1;4.4;0.5;1.4;3.2;0.4;0.7;1.2;0.5;0.6;0.6;0.8;0.7;0.6;2.7;3.2;1.0;0.2;0.6;0.5;2.1;6.2;PF;0.677;0.226;0.097;0.294;0.047;0.152;0.009;0.028;2.0;0.213;1.409;0.182;0.249;8.3
273;Meyers Leonard;30.0;2.0;0.0;2.5;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.5;0.0;0.0;0.0;1.0;0.0;1.0;C;0.0;0.0;0.0;0.4;0.0;0.2;0.0;0.0;0.0;0.25;2.0;0.0;0.6;0.0
274;Michael Porter Jr.;24.5;16.0;16.0;34.8;5.4;12.0;0.4;2.6;6.7;0.4;2.8;5.3;0.5;0.6;1.4;1.8;0.8;0.8;6.6;7.4;1.4;0.7;0.7;1.0;2.2;14.6;SF;0.534;0.384;0.096;0.42;0.04;0.213;0.02;0.02;1.4;0.462;1.217;0.15;0.396;16.8
275;Mikal Bridges;25.5;8.5;8.5;38.9;6.7;15.0;0.5;1.8;4.4;0.4;4.9;10.6;0.5;0.5;3.4;4.0;0.9;0.7;4.3;5.0;3.4;0.8;0.8;1.4;1.8;18.4;SF;0.293;0.533;0.185;0.473;0.087;0.129;0.021;0.021;2.429;0.588;1.227;0.267;0.467;18.1
276;Mike Conley;35.0;8.7;8.7;32.4;3.8;9.2;0.4;1.6;4.6;0.4;2.1;4.6;0.5;0.5;1.8;2.2;0.8;0.5;2.7;3.2;5.6;0.9;0.2;1.6;2.6;10.9;PG;0.44;0.385;0.165;0.336;0.173;0.099;0.028;0.006;3.5;0.368;1.185;0.239;0.363;13.4
277;Mike Muscala;31.0;6.0;0.0;3.5;0.3;0.7;0.5;0.3;0.7;0.5;0.0;0.0;0.0;0.8;0.5;0.7;0.8;0.5;0.2;0.7;0.2;0.0;0.0;0.2;0.2;1.5;C;0.6;0.0;0.333;0.429;0.057;0.2;0.0;0.0;1.0;0.117;2.143;1.0;0.345;1.6
278;Miles McBride;22.5;10.5;1.0;14.6;2.2;5.0;0.3;1.0;2.8;0.4;1.1;2.2;0.3;0.5;0.4;0.4;0.4;0.2;1.0;1.2;1.0;0.2;0.2;0.4;1.2;5.7;PG;0.526;0.386;0.07;0.39;0.068;0.082;0.014;0.014;2.5;0.114;1.14;0.08;0.382;5.1
279;Mitchell Robinson;24.5;8.5;5.5;23.2;1.9;3.4;0.6;0.0;0.0;0.0;1.9;3.4;0.6;0.6;0.8;2.2;0.4;4.4;3.6;8.0;0.6;0.8;1.4;0.7;2.6;4.6;C;0.0;0.826;0.174;0.198;0.026;0.345;0.034;0.06;0.857;0.941;1.353;0.647;0.218;11.8
280;Mo Bamba;24.0;3.0;0.0;3.3;0.0;0.7;0.0;0.0;0.3;0.0;0.0;0.3;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.3;0.0;0.3;1.0;0.0;1.0;C;0.0;0.0;0.0;0.303;0.091;0.303;0.0;0.091;0.3;0.333;1.429;0.0;0.515;0.9
281;Monte Morris;27.0;7.0;2.5;19.3;3.0;6.8;0.4;1.2;3.4;0.2;1.8;3.4;0.5;0.5;1.0;1.3;0.9;0.2;1.3;1.5;3.2;0.7;0.0;0.8;1.8;8.2;PG;0.439;0.439;0.122;0.425;0.166;0.078;0.036;0.0;4.0;0.214;1.206;0.191;0.423;8.7
282;Montrezl Harrell;29.0;2.0;0.0;3.5;0.0;1.5;0.0;0.0;0.0;0.0;0.0;1.5;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.5;0.0;0.0;0.0;1.0;0.0;1.0;C;0.0;0.0;0.0;0.286;0.0;0.143;0.0;0.0;0.0;0.25;0.667;0.0;0.714;-1.0
283;Moritz Wagner;26.0;7.0;0.0;15.0;2.3;5.1;0.4;0.3;1.3;0.2;2.0;3.9;0.5;0.5;1.4;2.4;0.6;1.6;2.9;4.4;0.3;0.9;0.4;1.1;3.0;6.3;C;0.143;0.635;0.222;0.42;0.02;0.293;0.06;0.027;0.273;0.643;1.235;0.471;0.484;7.5
284;Moses Moody;19.5;12.5;0.0;10.8;1.5;2.9;0.5;0.8;1.4;0.6;0.7;1.5;0.5;0.7;0.6;0.8;0.8;0.4;1.2;1.6;0.5;0.3;0.2;0.2;0.9;4.5;SG;0.533;0.311;0.133;0.417;0.046;0.148;0.028;0.019;2.5;0.128;1.552;0.276;0.32;5.3
285;Myles Turner;27.0;17.0;17.0;32.4;6.2;12.1;0.5;2.3;5.1;0.5;3.9;7.0;0.6;0.6;2.2;2.9;0.8;1.5;5.1;6.6;2.1;0.5;1.5;1.9;2.6;17.0;C;0.406;0.459;0.129;0.525;0.065;0.204;0.015;0.046;1.105;0.388;1.405;0.24;0.471;19.2
286;Naji Marshall;25.0;5.0;0.0;15.2;2.1;4.4;0.6;0.8;1.9;0.2;1.4;2.5;0.6;0.6;1.1;1.1;1.0;0.6;1.2;1.9;1.0;0.4;0.4;0.5;1.5;6.0;SF;0.4;0.467;0.183;0.395;0.066;0.125;0.026;0.026;2.0;0.36;1.364;0.25;0.354;6.8
287;Nassir Little;23.0;4.0;0.0;3.5;0.8;1.3;0.6;0.3;0.8;0.3;0.5;0.5;1.0;0.7;0.0;0.0;0.0;0.0;0.3;0.3;0.0;0.0;0.0;1.0;0.5;1.8;SF;0.5;0.556;0.0;0.514;0.0;0.086;0.0;0.0;0.0;0.075;1.385;0.0;0.657;0.6
288;Nathan Knight;25.0;2.0;0.0;2.5;0.5;2.0;0.2;0.0;1.0;0.0;0.5;1.0;0.5;0.2;0.0;0.0;0.0;0.5;0.0;0.5;0.0;0.0;0.0;0.5;0.0;1.0;C;0.0;1.0;0.0;0.4;0.0;0.2;0.0;0.0;0.0;0.25;0.5;0.0;1.0;-0.5
289;Naz Reid;23.0;10.5;0.0;16.7;2.8;6.2;0.4;1.1;2.8;0.4;1.6;3.3;0.5;0.5;1.4;1.6;0.9;0.5;2.8;3.2;0.5;0.4;1.0;1.0;2.4;8.0;C;0.413;0.4;0.175;0.479;0.03;0.192;0.024;0.06;0.5;0.314;1.29;0.258;0.473;8.6
290;Neemias Queta;24.0;3.0;0.0;4.3;0.7;1.0;0.7;0.0;0.0;0.0;0.7;1.0;0.7;0.7;0.0;0.0;0.0;0.3;0.7;1.0;0.0;0.0;0.3;1.0;0.0;1.3;C;0.0;1.077;0.0;0.302;0.0;0.233;0.0;0.07;0.0;0.333;1.3;0.0;0.465;1.3
291;Nemanja Bjelica;33.0;15.0;0.0;10.0;1.2;2.3;0.5;0.2;0.5;0.4;1.0;1.7;0.6;0.6;0.3;0.5;0.6;0.4;1.7;2.1;1.1;0.3;0.1;0.5;1.4;2.9;C;0.207;0.69;0.103;0.29;0.11;0.21;0.03;0.01;2.2;0.14;1.261;0.217;0.302;4.7
292;Nic Claxton;22.5;4.0;2.0;26.9;4.6;6.2;0.8;0.0;0.0;0.0;4.6;6.2;0.8;0.8;1.2;4.0;0.4;1.6;5.6;7.2;1.5;0.8;2.0;0.6;1.8;10.5;C;0.0;0.876;0.114;0.39;0.056;0.268;0.03;0.074;2.5;1.8;1.694;0.645;0.318;17.0
293;Nickeil Alexander-Walker;24.0;7.3;1.7;19.4;2.5;5.3;0.6;1.2;3.4;0.2;1.4;2.0;0.7;0.7;0.7;0.7;0.9;0.2;1.4;1.6;1.6;0.7;0.2;0.6;1.1;6.9;SG;0.522;0.406;0.101;0.356;0.082;0.082;0.036;0.01;2.667;0.219;1.302;0.132;0.32;7.6
294;Nicolas Batum;34.5;5.5;1.5;23.4;1.8;4.3;0.4;1.4;3.6;0.4;0.4;0.8;0.7;0.6;0.4;0.6;0.3;0.8;3.2;4.0;1.2;0.3;0.6;0.6;2.1;5.4;PF;0.778;0.148;0.074;0.231;0.051;0.171;0.013;0.026;2.0;0.727;1.256;0.14;0.221;8.2
295;Nik Stauskas;28.0;13.0;0.0;1.8;0.2;0.9;0.2;0.2;0.8;0.3;0.0;0.2;0.0;0.4;0.3;0.3;1.0;0.0;0.3;0.3;0.3;0.0;0.0;1.0;0.0;1.0;SG;0.6;0.0;0.3;0.556;0.167;0.167;0.0;0.0;0.3;0.023;1.111;0.333;1.129;-0.1
296;Nikola Jokic;27.0;12.3;12.3;38.0;11.6;20.7;0.6;1.3;3.9;0.3;10.2;16.8;0.6;0.6;5.5;6.5;0.8;3.5;9.9;13.4;8.0;1.4;0.9;3.9;3.4;29.9;C;0.13;0.682;0.184;0.787;0.211;0.353;0.037;0.024;2.051;1.089;1.444;0.314;0.723;39.6
297;Nikola Jovic;19.5;6.0;2.5;13.8;1.6;3.9;0.3;0.9;2.4;0.2;0.8;1.5;0.5;0.4;0.6;0.7;0.4;0.2;3.4;3.6;1.1;0.5;0.3;0.6;0.9;4.9;PF;0.551;0.327;0.122;0.355;0.08;0.261;0.036;0.022;1.833;0.6;1.256;0.179;0.348;7.4
298;Nikola Vucevic;31.0;5.0;5.0;36.2;8.0;18.2;0.4;2.6;8.4;0.3;5.4;9.8;0.6;0.5;0.8;1.0;0.8;2.8;9.6;12.4;3.2;0.4;1.2;1.6;2.8;19.4;C;0.402;0.557;0.041;0.536;0.088;0.343;0.011;0.033;2.0;2.48;1.066;0.055;0.559;24.6
299;Norman Powell;29.5;5.5;1.5;31.6;5.8;12.7;0.4;2.4;5.6;0.4;3.4;7.0;0.5;0.5;3.4;4.4;0.8;0.6;2.2;2.9;1.2;0.6;0.2;1.4;3.2;17.3;SG;0.416;0.393;0.197;0.547;0.038;0.092;0.019;0.006;0.857;0.509;1.362;0.346;0.507;12.8
300;OG Anunoby;25.0;7.5;7.5;36.1;6.4;13.0;0.5;2.0;5.6;0.4;4.3;7.4;0.6;0.6;1.4;2.0;0.7;1.0;4.0;5.0;1.8;1.0;0.6;1.4;2.4;16.2;SF;0.37;0.531;0.086;0.449;0.05;0.139;0.028;0.017;1.286;0.667;1.246;0.154;0.423;16.0
301;Obi Toppin;24.5;14.0;0.5;18.0;3.5;7.2;0.5;1.2;3.6;0.3;2.3;3.6;0.7;0.6;0.8;1.0;0.8;0.8;3.2;4.0;1.2;0.6;0.4;0.8;1.2;9.0;PF;0.4;0.511;0.089;0.5;0.067;0.222;0.033;0.022;1.5;0.286;1.25;0.139;0.469;10.5
302;Olivier-Maxence Prosper;21.0;3.0;0.0;3.0;0.0;0.7;0.0;0.0;0.0;0.0;0.0;0.7;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.3;0.0;0.0;1.0;0.0;1.0;PF;0.0;0.0;0.0;0.333;0.1;0.333;0.0;0.0;0.3;0.333;1.429;0.0;0.567;0.6
303;Omer Yurtseven;23.5;8.5;0.0;3.1;0.8;1.4;0.5;0.0;0.2;0.0;0.8;1.2;0.6;0.5;0.0;0.2;0.2;0.2;0.5;0.7;0.2;0.0;0.1;1.0;0.2;1.6;C;0.0;1.0;0.0;0.516;0.065;0.226;0.0;0.032;0.2;0.082;1.143;0.143;0.803;0.8
304;Onyeka Okongwu;21.5;5.5;0.5;21.7;2.2;3.7;0.6;0.1;0.1;0.5;2.0;3.6;0.6;0.6;1.2;1.8;0.6;2.7;3.2;5.8;0.8;0.6;1.0;1.0;3.4;5.6;C;0.054;0.714;0.214;0.258;0.037;0.267;0.028;0.046;0.8;1.073;1.514;0.486;0.253;10.8
305;Orlando Robinson;23.0;1.0;0.0;2.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;C;0.0;0.0;0.0;0.5;0.5;0.5;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0
306;Oshae Brissett;25.0;10.0;0.0;5.5;0.6;1.1;0.5;0.2;0.2;1.0;0.4;0.9;0.4;0.6;0.2;0.4;0.5;0.3;1.1;1.4;0.0;0.3;0.2;0.1;0.2;1.6;SF;0.375;0.5;0.125;0.291;0.0;0.255;0.055;0.036;0.0;0.14;1.455;0.364;0.25;2.7
307;Otto Porter Jr.;28.0;19.0;3.0;19.5;2.0;4.1;0.5;1.0;2.5;0.4;1.0;1.6;0.6;0.6;0.4;0.5;0.8;0.6;2.8;3.4;1.8;0.9;0.3;0.6;1.8;5.4;PF;0.556;0.37;0.074;0.277;0.092;0.174;0.046;0.015;3.0;0.179;1.317;0.122;0.252;9.0
308;Ousmane Dieng;20.0;4.0;0.0;1.8;0.3;0.5;0.5;0.0;0.3;0.0;0.3;0.3;1.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.5;PF;0.0;1.2;0.0;0.278;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.833;-0.7
309;P.J. Tucker;37.0;10.3;10.0;23.5;2.2;4.6;0.5;1.4;2.8;0.5;0.9;1.7;0.5;0.7;0.3;0.4;0.5;1.7;2.2;3.9;1.1;0.7;0.2;0.9;2.8;6.1;PF;0.689;0.295;0.049;0.26;0.047;0.166;0.03;0.009;1.222;0.379;1.326;0.087;0.242;8.6
310;P.J. Washington;25.0;22.0;22.0;35.7;4.5;10.6;0.4;2.1;6.1;0.3;2.4;4.5;0.5;0.5;1.8;2.5;0.7;1.5;5.1;6.6;1.4;0.7;0.8;1.5;3.0;13.0;PF;0.485;0.369;0.138;0.364;0.039;0.185;0.02;0.022;0.933;0.3;1.226;0.236;0.37;14.2
311;PJ Dozier;26.0;3.0;0.0;2.0;1.0;2.0;0.5;0.7;1.3;0.5;0.3;0.7;0.5;0.7;0.0;0.0;0.0;0.3;0.3;0.7;0.0;0.0;0.0;1.0;0.0;2.7;SF;0.778;0.222;0.0;1.35;0.0;0.35;0.0;0.0;0.0;0.2;1.35;0.0;1.5;1.3
312;Paolo Banchero;21.0;7.0;7.0;37.4;9.7;21.3;0.5;2.3;5.7;0.4;7.4;15.6;0.5;0.5;5.3;7.0;0.8;2.0;6.6;8.6;4.0;1.1;0.6;4.6;2.0;27.0;PF;0.256;0.548;0.196;0.722;0.107;0.23;0.029;0.016;0.87;1.229;1.268;0.329;0.775;23.4
313;Pascal Siakam;28.0;11.5;11.5;39.4;8.8;17.5;0.5;0.8;2.8;0.3;8.1;14.6;0.6;0.5;3.8;4.8;0.7;1.9;5.4;7.4;4.8;1.0;0.7;1.6;3.4;22.2;PF;0.108;0.73;0.171;0.563;0.122;0.188;0.025;0.018;3.0;0.635;1.269;0.274;0.538;24.7
314;Pat Connaughton;30.0;7.3;0.0;23.1;3.2;6.3;0.5;1.8;4.3;0.4;1.4;2.0;0.7;0.6;0.5;0.6;0.9;0.6;3.8;4.4;1.6;0.8;0.3;0.5;1.6;8.7;SG;0.621;0.322;0.057;0.377;0.069;0.19;0.035;0.013;3.2;0.603;1.381;0.095;0.306;12.1
315;Patrick Baldwin Jr.;20.0;3.0;0.0;3.7;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.3;0.0;0.0;1.0;0.0;1.0;SF;0.0;0.0;0.0;0.27;0.081;0.27;0.0;0.0;0.3;0.333;1.0;0.0;0.541;0.3
316;Patrick Beverley;34.0;6.0;6.0;33.6;3.1;7.4;0.4;1.1;3.0;0.4;2.0;4.2;0.5;0.5;2.4;3.1;0.8;0.7;2.6;3.2;5.2;1.1;1.0;1.5;3.7;9.6;PG;0.344;0.417;0.25;0.286;0.155;0.095;0.033;0.03;3.467;0.55;1.297;0.419;0.305;13.7
317;Patrick Williams;20.0;5.0;5.0;30.6;4.4;9.4;0.5;1.4;4.2;0.3;3.0;5.2;0.6;0.5;1.6;2.2;0.7;1.2;4.2;5.4;0.8;1.0;0.6;1.4;3.0;11.8;PF;0.356;0.508;0.136;0.386;0.026;0.176;0.033;0.02;0.571;1.08;1.255;0.234;0.385;12.6
318;Patty Mills;34.0;2.7;0.0;13.4;1.4;3.9;0.3;0.9;3.0;0.3;0.5;0.9;0.4;0.4;0.3;0.4;0.2;0.1;0.3;0.4;0.3;0.1;0.1;0.2;1.0;4.1;PG;0.659;0.244;0.073;0.306;0.022;0.03;0.007;0.007;1.5;0.148;1.051;0.103;0.319;2.2
319;Paul George;33.0;6.0;6.0;37.0;6.5;15.8;0.4;3.0;8.2;0.4;3.5;7.7;0.5;0.5;3.5;4.2;0.8;0.5;6.3;6.8;4.8;1.2;0.5;2.3;3.7;19.5;PF;0.462;0.359;0.179;0.527;0.13;0.184;0.032;0.014;2.087;1.133;1.234;0.266;0.539;20.5
320;Paul Millsap;36.0;1.0;0.0;6.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;PF;0.0;0.0;0.0;0.167;0.167;0.167;0.0;0.0;1.0;1.0;1.0;0.0;0.333;1.0
321;Paul Reed;23.0;9.7;0.7;11.1;1.4;2.7;0.5;0.1;0.1;0.2;1.4;2.6;0.5;0.5;0.4;0.5;0.7;1.9;2.1;4.0;0.6;0.5;0.5;0.6;1.7;3.3;C;0.091;0.848;0.121;0.297;0.054;0.36;0.045;0.045;1.0;0.412;1.222;0.185;0.317;6.9
322;Payton Pritchard;25.0;17.7;0.0;12.4;1.8;4.0;0.5;0.9;2.4;0.4;0.9;1.6;0.6;0.6;0.4;0.5;0.8;0.4;1.1;1.5;1.6;0.2;0.0;0.5;0.8;4.8;SG;0.563;0.375;0.083;0.387;0.129;0.121;0.016;0.0;3.2;0.085;1.2;0.125;0.381;5.3
323;Peyton Watson;20.5;7.5;0.0;5.9;0.5;1.7;0.3;0.2;0.8;0.4;0.2;0.9;0.3;0.4;0.2;0.3;0.2;0.2;1.0;1.2;0.3;0.0;0.4;0.2;0.6;1.4;SG;0.429;0.286;0.143;0.237;0.051;0.203;0.0;0.068;1.5;0.16;0.824;0.176;0.344;1.8
324;Precious Achiuwa;23.0;7.5;1.5;24.1;3.2;6.8;0.5;0.4;1.5;0.2;2.8;5.2;0.5;0.5;0.8;1.5;0.5;1.8;2.6;4.5;0.8;0.3;1.0;1.0;2.2;7.7;C;0.156;0.727;0.104;0.32;0.033;0.187;0.012;0.041;0.8;0.587;1.132;0.221;0.351;8.9
325;Quentin Grimes;22.0;9.0;6.0;26.9;1.6;5.1;0.3;1.0;4.1;0.2;0.6;1.0;0.6;0.4;1.0;1.2;0.8;0.3;2.4;2.8;1.4;1.0;0.6;1.1;1.9;5.1;SG;0.588;0.235;0.196;0.19;0.052;0.104;0.037;0.022;1.273;0.3;1.0;0.235;0.25;6.0
326;RJ Barrett;22.0;11.0;11.0;34.3;6.5;14.9;0.4;1.8;5.5;0.3;4.6;9.4;0.5;0.5;4.5;5.9;0.8;0.5;4.0;4.5;2.8;0.8;0.2;2.3;2.3;19.3;SG;0.28;0.477;0.233;0.563;0.082;0.131;0.023;0.006;1.217;0.409;1.295;0.396;0.577;15.5
